idx,op,name,ne0,ne1,ne2,ne3,us
0,CPY,decoder.block1.dec_att.aspp1.conv.conv.weight (copy),1,1,64,256,1224
1,CPY,decoder.block2.dec_att.aspp1.conv.conv.weight (copy),1,1,64,256,10
2,CPY,decoder.block3.dec_att.aspp1.conv.conv.weight (copy),1,1,64,256,7
3,CPY,decoder.block4.dec_att.aspp1.conv.conv.weight (copy),1,1,64,256,8
4,CPY,squeeze_module.0.dec_att.aspp1.conv.conv.weight (copy),1,1,64,256,8
5,PERMUTE,bb.patch_embed.proj.weight (permuted),4,4,3,192,1
6,CONT,bb.patch_embed.proj.weight (permuted) (cont),4,4,3,192,27
7,PERMUTE,input (permuted),1024,1024,3,1,0
8,CONT,input (permuted) (cont),1024,1024,3,1,2589
9,IM2COL,node_9,48,256,256,1,718
10,RESHAPE, (reshaped),48,65536,1,1,1
11,RESHAPE,bb.patch_embed.proj.weight (permuted) (cont) (reshaped),48,192,1,1,1
12,MUL_MAT,node_12,65536,192,1,1,45185
13,RESHAPE, (reshaped),256,256,1,192,4
14,PERMUTE, (reshaped) (permuted),256,256,192,1,1
15,CONT, (reshaped) (permuted) (cont),256,256,192,1,320
16,PERMUTE, (reshaped) (permuted) (cont) (permuted),192,256,256,1,0
17,CONT, (reshaped) (permuted) (cont) (permuted) (cont),192,256,256,1,328
18,CPY,bb.patch_embed.proj.bias (copy),192,1,1,1,10
19,ADD,node_19,192,256,256,1,2976
20,RESHAPE, (reshaped),192,65536,1,1,1
21,NORM,node_21,192,65536,1,1,896
22,CPY,bb.patch_embed.norm.weight (copy),192,1,1,1,8
23,MUL,node_23,192,65536,1,1,331
24,CPY,bb.patch_embed.norm.bias (copy),192,1,1,1,8
25,ADD,bb.patch_embed.norm,192,65536,1,1,326
26,RESHAPE,bb.patch_embed,192,256,256,1,0
27,RESHAPE,bb.patch_embed (reshaped),192,65536,1,1,1
28,NORM,node_28,192,65536,1,1,332
29,CPY,bb.layers.0.blocks.0.norm1.weight (copy),192,1,1,1,7
30,MUL,node_30,192,65536,1,1,317
31,CPY,bb.layers.0.blocks.0.norm1.bias (copy),192,1,1,1,7
32,ADD,bb.layers.0.blocks.0.norm1,192,65536,1,1,316
33,RESHAPE,bb.layers.0.blocks.0.norm1 (reshaped),192,256,256,1,0
34,PAD,node_34,192,264,264,1,547
35,RESHAPE, (reshaped),2304,22,12,22,0
36,PERMUTE, (reshaped) (permuted),2304,12,22,22,0
37,CONT, (reshaped) (permuted) (cont),2304,12,22,22,346
38,RESHAPE, (reshaped) (permuted) (cont) (reshaped),192,144,484,1,1
39,MUL_MAT,node_39,576,144,484,1,1972
40,CPY,bb.layers.0.blocks.0.attn.qkv.bias (copy),576,1,1,1,8
41,ADD,node_41,576,144,484,1,980
42,RESHAPE, (reshaped),32,6,3,69696,0
43,PERMUTE, (reshaped) (permuted),32,6,69696,3,0
44,CONT, (reshaped) (permuted) (cont),32,6,69696,3,2041
45,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,1
46,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,1
47,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,6,484,1
48,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,6,484,329
49,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,0
50,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,0
51,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,484,0
52,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,0
53,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,1
54,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,484,0
55,MUL_MAT,node_55,144,144,6,484,46536
56,RESHAPE,swin_layer_256x256.attn_mask (reshaped),144,144,1,484,4
57,REPEAT,node_57,144,144,6,484,37104
58,GET_ROWS,node_58,6,20736,1,1,1158
59,RESHAPE, (reshaped),6,144,144,1,1
60,PERMUTE, (reshaped) (permuted),144,144,6,1,1
61,CPY, (reshaped) (permuted) (copy),144,144,6,1,36
62,ADD,node_62,144,144,6,484,900
63,SOFT_MAX,node_63,144,144,6,484,5131
64,MUL_MAT,node_64,32,144,6,484,1157
65,PERMUTE, (permuted),32,6,144,484,1
66,CONT, (permuted) (cont),32,6,144,484,690
67,RESHAPE, (permuted) (cont) (reshaped),192,144,484,1,0
68,MUL_MAT,node_68,192,144,484,1,801
69,CPY,bb.layers.0.blocks.0.attn.proj.bias (copy),192,1,1,1,9
70,ADD,bb.layers.0.blocks.0.attn,192,144,484,1,332
71,RESHAPE,bb.layers.0.blocks.0.attn (reshaped),2304,12,22,22,0
72,PERMUTE,bb.layers.0.blocks.0.attn (reshaped) (permuted),2304,22,12,22,1
73,CONT,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont),2304,22,12,22,332
74,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,264,264,1,1
75,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,264,264,1,1
76,VIEW,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,256,256,1,0
77,CONT,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,256,256,1,325
78,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,65536,1,1,0
79,ADD,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,65536,1,1,491
80,NORM,node_80,192,65536,1,1,333
81,CPY,bb.layers.0.blocks.0.norm2.weight (copy),192,1,1,1,7
82,MUL,node_82,192,65536,1,1,319
83,CPY,bb.layers.0.blocks.0.norm2.bias (copy),192,1,1,1,7
84,ADD,bb.layers.0.blocks.0.norm2,192,65536,1,1,317
85,MUL_MAT,node_85,768,65536,1,1,1882
86,CPY,bb.layers.0.blocks.0.mlp.fc1.bias (copy),768,1,1,1,8
87,ADD,node_87,768,65536,1,1,1244
88,UNARY, (view),768,65536,1,1,2344
89,MUL_MAT,node_89,192,65536,1,1,1826
90,CPY,bb.layers.0.blocks.0.mlp.fc2.bias (copy),192,1,1,1,8
91,ADD,bb.layers.0.blocks.0.mlp,192,65536,1,1,317
92,ADD,bb.layers.0.blocks.0,192,65536,1,1,456
93,NORM,node_93,192,65536,1,1,332
94,CPY,bb.layers.0.blocks.1.norm1.weight (copy),192,1,1,1,7
95,MUL,node_95,192,65536,1,1,318
96,CPY,bb.layers.0.blocks.1.norm1.bias (copy),192,1,1,1,7
97,ADD,bb.layers.0.blocks.1.norm1,192,65536,1,1,316
98,RESHAPE,bb.layers.0.blocks.1.norm1 (reshaped),192,256,256,1,1
99,PAD,node_99,192,264,264,1,349
100,ROLL,node_100,192,264,264,1,910
101,RESHAPE, (reshaped),2304,22,12,22,1
102,PERMUTE, (reshaped) (permuted),2304,12,22,22,0
103,CONT, (reshaped) (permuted) (cont),2304,12,22,22,332
104,RESHAPE, (reshaped) (permuted) (cont) (reshaped),192,144,484,1,1
105,MUL_MAT,node_105,576,144,484,1,1693
106,CPY,bb.layers.0.blocks.1.attn.qkv.bias (copy),576,1,1,1,7
107,ADD,node_107,576,144,484,1,979
108,RESHAPE, (reshaped),32,6,3,69696,0
109,PERMUTE, (reshaped) (permuted),32,6,69696,3,0
110,CONT, (reshaped) (permuted) (cont),32,6,69696,3,2047
111,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,1
112,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,1
113,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,6,484,1
114,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,6,484,345
115,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,0
116,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,1
117,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,484,1
118,VIEW, (reshaped) (permuted) (cont) (view),32,6,69696,1,0
119,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,484,0
120,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,484,0
121,MUL_MAT,node_121,144,144,6,484,1800
122,RESHAPE,swin_layer_256x256.attn_mask (reshaped),144,144,1,484,1
123,REPEAT,node_123,144,144,6,484,9488
124,GET_ROWS,node_124,6,20736,1,1,80
125,RESHAPE, (reshaped),6,144,144,1,1
126,PERMUTE, (reshaped) (permuted),144,144,6,1,0
127,CPY, (reshaped) (permuted) (copy),144,144,6,1,16
128,ADD,node_128,144,144,6,484,886
129,SOFT_MAX,node_129,144,144,6,484,4524
130,MUL_MAT,node_130,32,144,6,484,1067
131,PERMUTE, (permuted),32,6,144,484,1
132,CONT, (permuted) (cont),32,6,144,484,692
133,RESHAPE, (permuted) (cont) (reshaped),192,144,484,1,1
134,MUL_MAT,node_134,192,144,484,1,798
135,CPY,bb.layers.0.blocks.1.attn.proj.bias (copy),192,1,1,1,8
136,ADD,bb.layers.0.blocks.1.attn,192,144,484,1,332
137,RESHAPE,bb.layers.0.blocks.1.attn (reshaped),2304,12,22,22,1
138,PERMUTE,bb.layers.0.blocks.1.attn (reshaped) (permuted),2304,22,12,22,1
139,CONT,bb.layers.0.blocks.1.attn (reshaped) (permuted) (cont),2304,22,12,22,331
140,RESHAPE,bb.layers.0.blocks.1.attn (reshaped) (permuted) (cont) (reshape,192,264,264,1,1
141,ROLL,node_141,192,264,264,1,700
142,RESHAPE, (reshaped),192,264,264,1,0
143,VIEW, (reshaped) (view),192,256,256,1,0
144,CONT, (reshaped) (view) (cont),192,256,256,1,325
145,RESHAPE, (reshaped) (view) (cont) (reshaped),192,65536,1,1,0
146,ADD, (reshaped) (view) (cont) (reshaped) (view),192,65536,1,1,456
147,NORM,node_147,192,65536,1,1,334
148,CPY,bb.layers.0.blocks.1.norm2.weight (copy),192,1,1,1,7
149,MUL,node_149,192,65536,1,1,319
150,CPY,bb.layers.0.blocks.1.norm2.bias (copy),192,1,1,1,6
151,ADD,bb.layers.0.blocks.1.norm2,192,65536,1,1,317
152,MUL_MAT,node_152,768,65536,1,1,1892
153,CPY,bb.layers.0.blocks.1.mlp.fc1.bias (copy),768,1,1,1,7
154,ADD,node_154,768,65536,1,1,1245
155,UNARY, (view),768,65536,1,1,1225
156,MUL_MAT,node_156,192,65536,1,1,1825
157,CPY,bb.layers.0.blocks.1.mlp.fc2.bias (copy),192,1,1,1,6
158,ADD,bb.layers.0.blocks.1.mlp,192,65536,1,1,316
159,ADD,bb.layers.0.blocks.1,192,65536,1,1,457
160,NORM,node_160,192,65536,1,1,331
161,CPY,bb.norm0.weight (copy),192,1,1,1,7
162,MUL,node_162,192,65536,1,1,316
163,CPY,bb.norm0.bias (copy),192,1,1,1,6
164,ADD,bb.norm0,192,65536,1,1,315
165,RESHAPE,bb.norm0 (reshaped),192,256,256,1,0
166,PERMUTE,bb.norm0 (reshaped) (permuted),256,256,192,1,1
167,CONT,bb.norm0 (reshaped) (permuted) (cont),256,256,192,1,311
168,PERMUTE,bb.patch_embed.proj.weight (permuted),4,4,3,192,1
169,CONT,bb.patch_embed.proj.weight (permuted) (cont),4,4,3,192,9
170,PERMUTE,input (permuted),1024,1024,3,1,0
171,CONT,input (permuted) (cont),1024,1024,3,1,1853
172,UPSCALE,node_172,512,512,3,1,1111
173,PERMUTE, (permuted),3,512,512,1,2
174,CONT, (permuted) (cont),3,512,512,1,211
175,PERMUTE, (permuted) (cont) (permuted),512,512,3,1,1
176,CONT, (permuted) (cont) (permuted) (cont),512,512,3,1,152
177,IM2COL,node_177,48,128,128,1,69
178,RESHAPE, (reshaped),48,16384,1,1,0
179,RESHAPE,bb.patch_embed.proj.weight (permuted) (cont) (reshaped),48,192,1,1,0
180,MUL_MAT,node_180,16384,192,1,1,135
181,RESHAPE, (reshaped),128,128,1,192,0
182,PERMUTE, (reshaped) (permuted),128,128,192,1,0
183,CONT, (reshaped) (permuted) (cont),128,128,192,1,87
184,PERMUTE, (reshaped) (permuted) (cont) (permuted),192,128,128,1,1
185,CONT, (reshaped) (permuted) (cont) (permuted) (cont),192,128,128,1,84
186,CPY,bb.patch_embed.proj.bias (copy),192,1,1,1,7
187,ADD,node_187,192,128,128,1,84
188,RESHAPE, (reshaped),192,16384,1,1,1
189,NORM,node_189,192,16384,1,1,90
190,CPY,bb.patch_embed.norm.weight (copy),192,1,1,1,7
191,MUL,node_191,192,16384,1,1,116
192,CPY,bb.patch_embed.norm.bias (copy),192,1,1,1,7
193,ADD,bb.patch_embed.norm,192,16384,1,1,83
194,RESHAPE,bb.patch_embed,192,128,128,1,1
195,RESHAPE,bb.patch_embed (reshaped),192,16384,1,1,0
196,NORM,node_196,192,16384,1,1,88
197,CPY,bb.layers.0.blocks.0.norm1.weight (copy),192,1,1,1,7
198,MUL,node_198,192,16384,1,1,83
199,CPY,bb.layers.0.blocks.0.norm1.bias (copy),192,1,1,1,6
200,ADD,bb.layers.0.blocks.0.norm1,192,16384,1,1,83
201,RESHAPE,bb.layers.0.blocks.0.norm1 (reshaped),192,128,128,1,1
202,PAD,node_202,192,132,132,1,93
203,RESHAPE, (reshaped),2304,11,12,11,0
204,PERMUTE, (reshaped) (permuted),2304,12,11,11,0
205,CONT, (reshaped) (permuted) (cont),2304,12,11,11,89
206,RESHAPE, (reshaped) (permuted) (cont) (reshaped),192,144,121,1,0
207,MUL_MAT,node_207,576,144,121,1,439
208,CPY,bb.layers.0.blocks.0.attn.qkv.bias (copy),576,1,1,1,6
209,ADD,node_209,576,144,121,1,250
210,RESHAPE, (reshaped),32,6,3,17424,1
211,PERMUTE, (reshaped) (permuted),32,6,17424,3,1
212,CONT, (reshaped) (permuted) (cont),32,6,17424,3,525
213,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,0
214,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,0
215,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,6,121,1
216,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,6,121,88
217,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,1
218,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,1
219,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,121,0
220,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,0
221,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,0
222,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,121,0
223,MUL_MAT,node_223,144,144,6,121,509
224,RESHAPE,swin_layer_128x128.attn_mask (reshaped),144,144,1,121,1
225,REPEAT,node_225,144,144,6,121,1695
226,GET_ROWS,node_226,6,20736,1,1,82
227,RESHAPE, (reshaped),6,144,144,1,0
228,PERMUTE, (reshaped) (permuted),144,144,6,1,1
229,CPY, (reshaped) (permuted) (copy),144,144,6,1,17
230,ADD,node_230,144,144,6,121,228
231,SOFT_MAX,node_231,144,144,6,121,1139
232,MUL_MAT,node_232,32,144,6,121,329
233,PERMUTE, (permuted),32,6,144,121,1
234,CONT, (permuted) (cont),32,6,144,121,179
235,RESHAPE, (permuted) (cont) (reshaped),192,144,121,1,0
236,MUL_MAT,node_236,192,144,121,1,216
237,CPY,bb.layers.0.blocks.0.attn.proj.bias (copy),192,1,1,1,8
238,ADD,bb.layers.0.blocks.0.attn,192,144,121,1,89
239,RESHAPE,bb.layers.0.blocks.0.attn (reshaped),2304,12,11,11,1
240,PERMUTE,bb.layers.0.blocks.0.attn (reshaped) (permuted),2304,11,12,11,1
241,CONT,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont),2304,11,12,11,89
242,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,132,132,1,0
243,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,132,132,1,0
244,VIEW,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,128,128,1,0
245,CONT,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,128,128,1,86
246,RESHAPE,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,16384,1,1,1
247,ADD,bb.layers.0.blocks.0.attn (reshaped) (permuted) (cont) (reshape,192,16384,1,1,120
248,NORM,node_248,192,16384,1,1,89
249,CPY,bb.layers.0.blocks.0.norm2.weight (copy),192,1,1,1,6
250,MUL,node_250,192,16384,1,1,84
251,CPY,bb.layers.0.blocks.0.norm2.bias (copy),192,1,1,1,6
252,ADD,bb.layers.0.blocks.0.norm2,192,16384,1,1,83
253,MUL_MAT,node_253,768,16384,1,1,486
254,CPY,bb.layers.0.blocks.0.mlp.fc1.bias (copy),768,1,1,1,7
255,ADD,node_255,768,16384,1,1,308
256,UNARY, (view),768,16384,1,1,313
257,MUL_MAT,node_257,192,16384,1,1,481
258,CPY,bb.layers.0.blocks.0.mlp.fc2.bias (copy),192,1,1,1,7
259,ADD,bb.layers.0.blocks.0.mlp,192,16384,1,1,83
260,ADD,bb.layers.0.blocks.0,192,16384,1,1,119
261,NORM,node_261,192,16384,1,1,89
262,CPY,bb.layers.0.blocks.1.norm1.weight (copy),192,1,1,1,6
263,MUL,node_263,192,16384,1,1,83
264,CPY,bb.layers.0.blocks.1.norm1.bias (copy),192,1,1,1,6
265,ADD,bb.layers.0.blocks.1.norm1,192,16384,1,1,82
266,RESHAPE,bb.layers.0.blocks.1.norm1 (reshaped),192,128,128,1,0
267,PAD,node_267,192,132,132,1,93
268,ROLL,node_268,192,132,132,1,182
269,RESHAPE, (reshaped),2304,11,12,11,1
270,PERMUTE, (reshaped) (permuted),2304,12,11,11,1
271,CONT, (reshaped) (permuted) (cont),2304,12,11,11,88
272,RESHAPE, (reshaped) (permuted) (cont) (reshaped),192,144,121,1,0
273,MUL_MAT,node_273,576,144,121,1,439
274,CPY,bb.layers.0.blocks.1.attn.qkv.bias (copy),576,1,1,1,7
275,ADD,node_275,576,144,121,1,250
276,RESHAPE, (reshaped),32,6,3,17424,1
277,PERMUTE, (reshaped) (permuted),32,6,17424,3,1
278,CONT, (reshaped) (permuted) (cont),32,6,17424,3,516
279,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,0
280,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,0
281,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,6,121,1
282,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,6,121,88
283,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,1
284,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,0
285,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,121,0
286,VIEW, (reshaped) (permuted) (cont) (view),32,6,17424,1,0
287,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,6,144,121,0
288,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,6,121,0
289,MUL_MAT,node_289,144,144,6,121,477
290,RESHAPE,swin_layer_128x128.attn_mask (reshaped),144,144,1,121,0
291,REPEAT,node_291,144,144,6,121,1313
292,GET_ROWS,node_292,6,20736,1,1,81
293,RESHAPE, (reshaped),6,144,144,1,1
294,PERMUTE, (reshaped) (permuted),144,144,6,1,1
295,CPY, (reshaped) (permuted) (copy),144,144,6,1,15
296,ADD,node_296,144,144,6,121,227
297,SOFT_MAX,node_297,144,144,6,121,1139
298,MUL_MAT,node_298,32,144,6,121,292
299,PERMUTE, (permuted),32,6,144,121,1
300,CONT, (permuted) (cont),32,6,144,121,179
301,RESHAPE, (permuted) (cont) (reshaped),192,144,121,1,0
302,MUL_MAT,node_302,192,144,121,1,216
303,CPY,bb.layers.0.blocks.1.attn.proj.bias (copy),192,1,1,1,7
304,ADD,bb.layers.0.blocks.1.attn,192,144,121,1,89
305,RESHAPE,bb.layers.0.blocks.1.attn (reshaped),2304,12,11,11,1
306,PERMUTE,bb.layers.0.blocks.1.attn (reshaped) (permuted),2304,11,12,11,1
307,CONT,bb.layers.0.blocks.1.attn (reshaped) (permuted) (cont),2304,11,12,11,88
308,RESHAPE,bb.layers.0.blocks.1.attn (reshaped) (permuted) (cont) (reshape,192,132,132,1,1
309,ROLL,node_309,192,132,132,1,181
310,RESHAPE, (reshaped),192,132,132,1,1
311,VIEW, (reshaped) (view),192,128,128,1,1
312,CONT, (reshaped) (view) (cont),192,128,128,1,86
313,RESHAPE, (reshaped) (view) (cont) (reshaped),192,16384,1,1,0
314,ADD, (reshaped) (view) (cont) (reshaped) (view),192,16384,1,1,119
315,NORM,node_315,192,16384,1,1,89
316,CPY,bb.layers.0.blocks.1.norm2.weight (copy),192,1,1,1,7
317,MUL,node_317,192,16384,1,1,84
318,CPY,bb.layers.0.blocks.1.norm2.bias (copy),192,1,1,1,6
319,ADD,bb.layers.0.blocks.1.norm2,192,16384,1,1,82
320,MUL_MAT,node_320,768,16384,1,1,490
321,CPY,bb.layers.0.blocks.1.mlp.fc1.bias (copy),768,1,1,1,6
322,ADD,node_322,768,16384,1,1,308
323,UNARY, (view),768,16384,1,1,312
324,MUL_MAT,node_324,192,16384,1,1,475
325,CPY,bb.layers.0.blocks.1.mlp.fc2.bias (copy),192,1,1,1,7
326,ADD,bb.layers.0.blocks.1.mlp,192,16384,1,1,83
327,ADD,bb.layers.0.blocks.1,192,16384,1,1,120
328,NORM,node_328,192,16384,1,1,88
329,CPY,bb.norm0.weight (copy),192,1,1,1,7
330,MUL,node_330,192,16384,1,1,83
331,CPY,bb.norm0.bias (copy),192,1,1,1,6
332,ADD,bb.norm0,192,16384,1,1,83
333,RESHAPE,bb.norm0 (reshaped),192,128,128,1,1
334,PERMUTE,bb.norm0 (reshaped) (permuted),128,128,192,1,1
335,UPSCALE,node_335,256,256,192,1,944
336,CONCAT,node_336,256,256,384,1,1174
337,UPSCALE,node_337,32,32,384,1,91
338,RESHAPE,bb.layers.0.blocks.1 (reshaped),192,256,256,1,1
339,VIEW,bb.layers.0.blocks.1 (reshaped) (view),192,128,128,1,1
340,VIEW,bb.layers.0.blocks.1 (reshaped) (view),192,128,128,1,1
341,CONCAT,node_341,384,128,128,1,172
342,VIEW,bb.layers.0.blocks.1 (reshaped) (view),192,128,128,1,0
343,CONCAT,node_343,576,128,128,1,237
344,VIEW,bb.layers.0.blocks.1 (reshaped) (view),192,128,128,1,1
345,CONCAT,node_345,768,128,128,1,311
346,RESHAPE, (reshaped),768,16384,1,1,1
347,NORM,node_347,768,16384,1,1,402
348,CPY,bb.layers.0.downsample.norm.weight (copy),768,1,1,1,7
349,MUL,node_349,768,16384,1,1,309
350,CPY,bb.layers.0.downsample.norm.bias (copy),768,1,1,1,7
351,ADD,bb.layers.0.downsample.norm,768,16384,1,1,308
352,MUL_MAT,bb.layers.0.downsample,384,16384,1,1,588
353,NORM,node_353,384,16384,1,1,186
354,CPY,bb.layers.1.blocks.0.norm1.weight (copy),384,1,1,1,6
355,MUL,node_355,384,16384,1,1,157
356,CPY,bb.layers.1.blocks.0.norm1.bias (copy),384,1,1,1,6
357,ADD,bb.layers.1.blocks.0.norm1,384,16384,1,1,157
358,RESHAPE,bb.layers.1.blocks.0.norm1 (reshaped),384,128,128,1,1
359,PAD,node_359,384,132,132,1,173
360,RESHAPE, (reshaped),4608,11,12,11,1
361,PERMUTE, (reshaped) (permuted),4608,12,11,11,1
362,CONT, (reshaped) (permuted) (cont),4608,12,11,11,172
363,RESHAPE, (reshaped) (permuted) (cont) (reshaped),384,144,121,1,0
364,MUL_MAT,node_364,1152,144,121,1,1007
365,CPY,bb.layers.1.blocks.0.attn.qkv.bias (copy),1152,1,1,1,7
366,ADD,node_366,1152,144,121,1,488
367,RESHAPE, (reshaped),32,12,3,17424,1
368,PERMUTE, (reshaped) (permuted),32,12,17424,3,1
369,CONT, (reshaped) (permuted) (cont),32,12,17424,3,949
370,VIEW, (reshaped) (permuted) (cont) (view),32,12,17424,1,1
371,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,12,144,121,1
372,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),144,32,12,121,1
373,CONT, (reshaped) (permuted) (cont) (view) (reshaped) (permuted) (con,144,32,12,121,169
374,VIEW, (reshaped) (permuted) (cont) (view),32,12,17424,1,1
375,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,12,144,121,1
376,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,12,121,1
377,VIEW, (reshaped) (permuted) (cont) (view),32,12,17424,1,1
378,RESHAPE, (reshaped) (permuted) (cont) (view) (reshaped),32,12,144,121,1
379,PERMUTE, (reshaped) (permuted) (cont) (view) (reshaped) (permuted),32,144,12,121,1
380,MUL_MAT,node_380,144,144,12,121,906
381,RESHAPE,swin_layer_128x128.attn_mask (reshaped),144,144,1,121,1
382,REPEAT,node_382,144,144,12,121,4029
383,GET_ROWS,node_383,12,20736,1,1,82
384,RESHAPE, (reshaped),12,144,144,1,1
385,PERMUTE, (reshaped) (permuted),144,144,12,1,1
386,CPY, (reshaped) (permuted) (copy),144,144,12,1,24
387,ADD,node_387,144,144,12,121,439
388,SOFT_MAX,node_388,144,144,12,121,2108
389,MUL_MAT,node_389,32,144,12,121,594
390,PERMUTE, (permuted),32,12,144,121,0
391,CONT, (permuted) (cont),32,12,144,121,324
392,RESHAPE, (permuted) (cont) (reshaped),384,144,121,1,0
393,MUL_MAT,node_393,384,144,121,1,444
394,CPY,bb.layers.1.blocks.0.attn.proj.bias (copy),384,1,1,1,9
395,ADD,bb.layers.1.blocks.0.attn,384,144,121,1,170
396,RESHAPE,bb.layers.1.blocks.0.attn (reshaped),4608,12,11,11,0
397,PERMUTE,bb.layers.1.blocks.0.attn (reshaped) (permuted),4608,11,12,11,1
398,CONT,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont),4608,11,12,11,172
399,RESHAPE,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,132,132,1,0
400,RESHAPE,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,132,132,1,1
401,VIEW,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,128,128,1,1
402,CONT,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,128,128,1,162
403,RESHAPE,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,16384,1,1,0
404,ADD,bb.layers.1.blocks.0.attn (reshaped) (permuted) (cont) (reshape,384,16384,1,1,231
405,NORM,node_405,384,16384,1,1,189
406,CPY,bb.layers.1.blocks.0.norm2.weight (copy),384,1,1,1,6
407,MUL,node_407,384,16384,1,1,160
408,CPY,bb.layers.1.blocks.0.norm2.bias (copy),384,1,1,1,6
409,ADD,bb.layers.1.blocks.0.norm2,384,16384,1,1,157
410,MUL_MAT,node_410,1536,16384,1,1,1172
411,CPY,bb.layers.1.blocks.0.mlp.fc1.bias (copy),1536,1,1,1,7
412,ADD,node_412,1536,16384,1,1,610
413,UNARY, (view),1536,16384,1,1,614
414,MUL_MAT,node_414,384,16384,1,1,1012
415,CPY,bb.layers.1.blocks.0.mlp.fc2.bias (copy),384,1,1,1,6
416,ADD,bb.layers.1.blocks.0.mlp,384,16384,1,1,158
417,ADD,bb.layers.1.blocks.0,384,16384,1,1,232
